video_id,veh_id,frame,bb_top,bb_left,bb_height,bb_width
1,359860,13,728.34,1125.93,28.02,45.93
1,359864,13,783.37,1216.24,160.63,141.69
1,359869,13,763.56,1508.79,41.97,63.51
1,359862,13,864.19,1761.28,39.42,75.56
1,359870,13,930.36,1834.87,54.98,79.22
1,359868,14,704.71,1072.02,25.47,44.38
1,359860,14,729.41,1127.27,29.32,46.18
1,359864,14,795.38,1228.96,159.2,143.16
1,359869,14,760.9,1500.86,40.28,59.61
1,359862,14,860.73,1752.68,37.9,72.11
1,359870,14,924.99,1817.18,52.43,82.09
1,359868,15,705.67,1072.28,24.64,44.7
1,359860,15,730.17,1129.22,29.79,45.85
1,359864,15,800.58,1235.98,158.06,145.14
1,359869,15,758.21,1495.23,40.29,58.2
1,359862,15,856.89,1745.68,38.69,69.98
1,359870,15,920.5,1800.84,51.6,85.92
1,359868,16,706.13,1072.29,24.07,44.92
1,359860,16,730.34,1129.96,30.13,45.59
1,359864,16,802.66,1238.18,157.16,146.5
1,359869,16,757.27,1493.67,40.34,57.26
1,359862,16,855.38,1743.71,39.32,68.43
1,359870,16,919.48,1795.33,50.92,88.31
1,359868,17,706.79,1073.9,23.67,44.13
1,359860,17,731.18,1131.46,30.39,46.19
1,359864,17,805.9,1241.53,157.03,150
1,359869,17,761.71,1482.83,39.05,58.54
1,359862,17,850.3,1729.75,38.23,71.99
1,359870,17,911.09,1782.9,49.22,87.78
1,359868,18,707.09,1074.62,23.39,43.57
1,359872,18,684.31,1105.6,17.8,41.67
1,359860,18,731.43,1131.88,30.57,46.6
1,359864,18,807.1,1242.1,156.84,152.45
1,359869,18,763.58,1478.82,38.18,59.45
1,359862,18,848.64,1724.14,37.51,74.54
1,359870,18,908.55,1778.93,48.11,87.48
1,359868,19,710.12,1076.72,22.54,43.01
1,359872,19,685.04,1107.77,18.13,41.05
1,359860,19,734.68,1135.39,30.77,46.13
1,359864,19,809.14,1243.81,161.47,154
1,359869,19,760.74,1473.57,37.62,59.33
1,359862,19,845.27,1716.22,36.26,71.78
1,359870,19,903.42,1764.17,47.29,86.67
1,359868,20,711.39,1077.58,21.93,42.6
1,359872,20,685.17,1108.51,18.36,40.65
1,359860,20,735.84,1136.75,30.92,45.78
1,359873,20,779.04,1213.97,34.35,40.3
1,359864,20,809.05,1244.16,164.77,154.95
1,359869,20,759.77,1471.83,37.24,59.27
1,359862,20,844.32,1713.97,35.35,69.78
1,359870,20,901.86,1759.23,46.73,86.13
1,359868,21,712.28,1078.55,21.54,42.51
1,359872,21,685.91,1111.96,18.36,40.06
1,359860,21,737.41,1139.51,30.94,46.35
1,359873,21,781.31,1215.43,34.32,41.37
1,359864,21,807.29,1244.71,168.56,157.88
1,359869,21,758.35,1468.51,36.14,56.26
1,359862,21,839.19,1707.79,36.5,67.7
1,359870,21,895.19,1744.29,46.01,85.98
1,359868,22,712.66,1078.9,21.25,42.46
1,359872,22,686.13,1113.2,18.39,39.69
1,359860,22,737.96,1140.4,30.94,46.76
1,359875,22,704.9,1157.79,24.85,39.4
1,359873,22,782.04,1215.62,34.2,41.97
1,359864,22,805.94,1244.37,171.19,159.88
1,359869,22,758.03,1467.93,35.35,54.13
1,359862,22,837.11,1706.08,37.42,66.16
1,359870,22,892.99,1739.09,45.51,85.9
1,359868,23,713.24,1081.51,21.5,41.08
1,359872,23,687.29,1115.07,18.48,38.88
1,359860,23,738.35,1141.97,31.38,47.73
1,359873,23,784.34,1220.48,33.98,41.78
1,359864,23,809.03,1254.49,176.61,158.11
1,359862,23,831.53,1693.01,36.64,67.58
1,359870,23,887.6,1727.94,44.57,84.66
1,359868,24,713.38,1082.72,21.7,40.08
1,359872,24,687.66,1115.82,18.57,38.33
1,359860,24,738.4,1142.35,31.69,48.42
1,359873,24,785.14,1222.11,33.83,41.66
1,359864,24,809.11,1258.61,180.68,156.65
1,359876,24,746.55,1472.87,37.83,57.84
1,359862,24,829.64,1688.05,36.1,68.61
1,359870,24,885.9,1724.3,43.92,83.79
1,359868,25,713.59,1082.92,22.1,40.41
1,359872,25,689.14,1118.24,18.59,37.48
1,359860,25,740.97,1145.28,31.03,48.72
1,359873,25,786.19,1224.98,34.78,42.66
1,359864,25,810.25,1258.31,186.5,160.49
1,359876,25,744.15,1468.06,36.86,54.45
1,359862,25,828.79,1678.74,34.75,68.08
1,359870,25,882.73,1713.48,41.51,80.29
1,359868,26,713.57,1082.92,22.39,40.64
1,359872,26,689.65,1119.22,18.62,36.89
1,359860,26,742.01,1146.3,30.57,48.92
1,359873,26,786.4,1225.81,35.36,43.25
1,359864,26,809.66,1257.5,190.59,163.1
1,359876,26,743.48,1467.13,36.5,52.65
1,359862,26,828.79,1675.56,33.8,67.66
1,359870,26,882.11,1710.36,39.77,77.7
1,359868,27,718.13,1084.65,22.73,40.02
1,359872,27,690.49,1120.96,18.5,35.66
1,359860,27,744.6,1148.77,29.85,49.19
1,359873,27,788.51,1227.64,36,45.79
1,359864,27,823.83,1269.79,186.39,161.95
1,359862,27,824.17,1664.04,35.06,68.89
1,359870,27,872.3,1695.89,41,78.36
1,359878,28,668.22,1030.98,17.03,35.55
1,359868,28,719.02,1089.15,23.78,41.71
1,359872,28,690.79,1121.53,18.78,35.92
1,359860,28,746.77,1150.73,29.03,49.33
1,359873,28,790.16,1228.75,35.09,47.02
1,359864,28,828.85,1277.57,184.28,162.07
1,359862,28,820.39,1657.45,35.37,70.24
1,359870,28,868.35,1688.01,40.38,77.52
1,359878,29,668.55,1031.7,16.73,35.03
1,359868,29,719.15,1090.57,24.52,42.87
1,359872,29,690.83,1121.66,18.99,36.1
1,359860,29,747.69,1151.4,28.46,49.41
1,359873,29,790.88,1228.88,34.45,47.87
1,359864,29,831.01,1280.39,182.73,162.11
1,359862,29,819.01,1654.95,35.6,71.23
1,359870,29,867.12,1685.49,39.95,76.94
1,359879,30,729.98,949.57,22.97,44.97
1,359878,30,668.56,1031.01,16.54,34.68
1,359868,30,720.82,1091.85,24.91,43.46
1,359872,30,690.61,1123.8,18.99,34.52
1,359860,30,748.51,1153.16,29.41,51.02
1,359873,30,794.9,1234.98,35.72,48.29
1,359864,30,834.3,1283.54,181.41,165.63
1,359862,30,817.21,1651.11,34.55,67.67
1,359870,30,863.31,1676.08,39.33,72.58
1,359879,31,730.72,950.1,22.9,44.75
1,359878,31,668.55,1030.76,16.45,34.52
1,359868,31,721.36,1092.2,25.18,43.88
1,359872,31,690.5,1124.83,19.01,33.4
1,359860,31,748.63,1153.52,30.07,52.14
1,359873,31,796.16,1237.16,36.62,48.5
1,359864,31,835.67,1284.01,180.44,168.16
1,359862,31,816.82,1650.51,33.75,65.06
1,359870,31,862.13,1673.56,38.87,69.45
1,359879,32,730.71,952.67,24.07,45.82
1,359878,32,669.57,1033.35,16.06,34.57
1,359868,32,722.5,1092.78,25.69,43.8
1,359860,32,750.14,1157.82,31.82,52.14
1,359873,32,796.87,1241,38.6,49.36
1,359864,32,839.47,1286.3,184.78,170.57
1,359862,32,811.31,1640.49,33.31,63.67
1,359870,32,856.91,1660.94,39.33,70.2
1,359879,33,730.5,953.44,24.75,46.26
1,359878,33,669.97,1034.22,15.82,34.66
1,359868,33,722.81,1092.97,26.07,43.73
1,359860,33,750.34,1159.45,33.16,52.03
1,359873,33,796.75,1242.29,40.01,49.83
1,359864,33,840.08,1286.67,187.88,172.23
1,359862,33,809.38,1637.14,32.99,62.66
1,359870,33,854.99,1656.31,39.67,70.75
1,359879,34,730.67,955,25.96,46.68
1,359878,34,668.3,1032.78,16.79,35.43
1,359868,34,723.15,1095.04,26.14,44
1,359860,34,753.72,1163.54,32.91,50.83
1,359873,34,799.64,1246.9,40.33,48.74
1,359862,34,806.88,1628.03,32.21,62.28
1,359870,34,849.93,1647.07,38.55,68.1
1,359879,35,730.5,955.54,26.76,46.76
1,359878,35,667.51,1032.17,17.47,35.82
1,359868,35,723.23,1095.74,26.19,44.19
1,359860,35,755.01,1165.24,32.72,49.96
1,359873,35,800.62,1248.75,40.56,47.93
1,359862,35,806.15,1624.85,31.66,62
1,359870,35,848.34,1644.31,37.73,66.17
1,359879,36,730.45,959.79,27.41,46.43
1,359878,36,668.6,1032.63,17.48,35.71
1,359868,36,725.38,1098.22,25.54,43.65
1,359860,36,755.44,1166.98,33.71,50.24
1,359873,36,805.13,1253.58,39.53,47.47
1,359862,36,804.63,1619.88,31.29,62.38
1,359870,36,844.12,1634.95,37.78,65.29
1,359879,37,730.3,961.4,27.87,46.11
1,359878,37,669,1032.8,17.49,35.64
1,359868,37,726.28,1099.22,25.06,43.24
1,359860,37,755.39,1167.54,34.44,50.4
1,359882,37,722.54,1187.49,26.31,40.7
1,359873,37,806.97,1255.41,38.79,47.11
1,359862,37,804.2,1618.14,31.04,62.66
1,359870,37,842.63,1631.81,37.83,64.66
1,359879,38,730.37,964.93,28.46,45.55
1,359878,38,671.18,1035.45,16.55,34.61
1,359868,38,726.16,1100.88,25.42,42.31
1,359860,38,755.53,1170.35,35.81,50.88
1,359882,38,725.67,1190.82,25.48,40.06
1,359873,38,807.75,1259.27,38.19,47.12
1,359862,38,801.16,1611.45,29.75,60.18
1,359870,38,838.2,1622.99,37.34,63.61
1,359879,39,730.64,966.21,29.28,45.3
1,359878,39,672.55,1035.88,15.84,33.85
1,359868,39,728.03,1102.32,25.37,42.19
1,359883,39,701.67,1138.65,21,43.02
1,359860,39,759.83,1175.02,34.68,49.85
1,359882,39,725.85,1191.02,26.51,42.41
1,359873,39,809,1262.21,39.15,48.35
1,359862,39,799.39,1607.26,29.24,57.36
1,359870,39,835.19,1616.14,37.18,61.85
1,359879,40,730.58,966.7,29.88,45.05
1,359878,40,673.16,1036.15,15.34,33.3
1,359868,40,728.72,1102.85,25.33,42.11
1,359883,40,701.57,1140.03,21.43,42.98
1,359860,40,761.62,1176.92,33.85,49.06
1,359882,40,725.77,1190.71,26.98,43.68
1,359873,40,809.26,1263.04,39.81,49.2
1,359862,40,798.9,1606.35,28.86,55.3
1,359870,40,834.19,1614.1,37.07,60.6
1,359879,41,737.28,971.34,28.25,43.23
1,359878,41,673.25,1037.03,15.99,33.86
1,359868,41,729.89,1104.48,25.33,41.71
1,359883,41,703.02,1139.84,22.11,43.99
1,359860,41,762.46,1179.54,33.98,49.56
1,359882,41,726.25,1193.95,27.96,43.3
1,359873,41,815.8,1269.69,39.04,48.73
1,359884,41,729.96,1402.84,31.37,58.32
1,359885,41,865.48,1437.56,59.81,68.08
1,359887,41,865.48,1437.56,59.81,68.08
1,359862,41,794.06,1595.15,27.87,55.56
1,359870,41,828.72,1605.19,36.66,58.97
1,359879,42,740.06,973.36,27.08,41.88
1,359878,42,673.16,1037.27,16.46,34.22
1,359868,42,730.3,1105.12,25.32,41.43
1,359883,42,703.41,1139.63,22.45,44.42
1,359860,42,762.71,1180.37,34.07,49.92
1,359882,42,726.21,1195.15,28.63,42.89
1,359873,42,818.35,1272.2,38.48,48.37
1,359884,42,730.09,1402.02,30.91,58.37
1,359885,42,868.19,1440.99,58.08,68.5
1,359887,42,868.19,1440.99,58.08,68.5
1,359862,42,792.45,1591.06,27.19,55.71
1,359870,42,826.83,1602.33,36.37,57.8
1,359879,43,741.46,979.33,26.54,40.42
1,359878,43,673,1036.76,17.12,34.87
1,359868,43,732.04,1106.72,25.56,41.56
1,359883,43,705.62,1143.91,21.94,42.67
1,359860,43,764.97,1182.1,34.7,53.03
1,359873,43,821.4,1277.53,38.89,47.77
1,359884,43,727.18,1398.98,31.74,62.37
1,359885,43,876.14,1451.17,59.79,69.37
1,359887,43,876.14,1451.17,59.79,69.37
1,359862,43,790.27,1584.91,28.28,56.78
1,359870,43,823.35,1592.59,34.59,56.62
1,359879,44,742.05,981.76,26.15,39.38
1,359878,44,672.81,1036.46,17.59,35.3
1,359868,44,732.63,1107.27,25.73,41.65
1,359883,44,706.45,1145.65,21.61,41.5
1,359860,44,765.7,1182.16,35.11,55.28
1,359873,44,822.42,1279.55,39.19,47.33
1,359884,44,726.24,1397.55,32.03,64.65
1,359885,44,878.38,1454.21,60.81,69.73
1,359887,44,878.38,1454.21,60.81,69.73
1,359862,44,789.33,1582.61,29.09,57.51
1,359870,44,822.45,1589.38,33.32,55.7
1,359888,44,888.7,1835.29,41,66.12
1,359879,45,743.16,984.15,25.69,38.59
1,359878,45,673.43,1038.1,17.35,34.57
1,359868,45,732.32,1110.96,26.2,41.06
1,359883,45,707.05,1147.72,21.21,39.68
1,359860,45,768.16,1185.66,35.27,56.22
1,359873,45,823.41,1282.11,40.1,48.61
1,359884,45,724.78,1395.79,31.25,64.88
1,359885,45,885.87,1468.02,59.85,72.45
1,359862,45,788.16,1575.77,29.35,55.27
1,359870,45,818.94,1580.83,32.92,54.24
1,359888,45,885.63,1830.02,38.34,64.23
1,359879,46,743.62,985.11,25.36,38.02
1,359878,46,673.69,1038.83,17.18,34.04
1,359868,46,732.09,1112.42,26.56,40.62
1,359883,46,707.28,1148.7,20.96,38.44
1,359860,46,769.02,1186.75,35.38,56.91
1,359873,46,823.58,1282.77,40.74,49.52
1,359884,46,724.44,1395.16,30.71,65.04
1,359862,46,787.73,1573.74,29.57,53.65
1,359870,46,817.79,1578.07,32.63,53.19
1,359888,46,885.25,1828.82,37.05,63.6
1,359879,47,746.71,989.01,24.25,38.19
1,359878,47,674.52,1040.12,17.36,34.39
1,359868,47,737.72,1112.71,26.84,40.8
1,359883,47,708.83,1152.36,20.67,37.91
1,359860,47,769.54,1187.05,36.14,58.22
1,359882,47,729.84,1206.75,33.9,43.67
1,359873,47,825.75,1286.17,41.29,49.66
1,359884,47,722.39,1391.1,30.35,63.35
1,359862,47,786.17,1568.66,31.01,53.17
1,359870,47,809.39,1570.08,35.22,53.51
1,359888,47,879.8,1808.44,36.78,67.21
1,359879,48,748.01,990.4,23.48,38.29
1,359878,48,674.79,1040.53,17.48,34.64
1,359868,48,739.78,1112.74,27.04,40.93
1,359883,48,709.42,1153.75,20.47,37.54
1,359860,48,769.57,1186.88,36.67,59.15
1,359882,48,729.77,1207.56,34.39,43.92
1,359873,48,826.42,1287.35,41.69,49.76
1,359884,48,721.73,1389.93,30.11,62.19
1,359887,48,898.13,1485.69,62.75,74.43
1,359862,48,785.35,1567.03,32.12,52.75
1,359870,48,805.8,1567.32,37.24,53.55
1,359888,48,878.18,1801.03,36.57,69.71
1,359879,49,749.57,992.52,22.87,37.87
1,359878,49,675.14,1041.13,17.67,34.29
1,359868,49,741.76,1113.59,27.22,41.03
1,359883,49,710.64,1156.05,20.71,37.19
1,359860,49,772.52,1193.53,37.87,57.1
1,359882,49,736.75,1214.55,32.69,43.89
1,359873,49,833.14,1294.02,42.61,51.54
1,359884,49,717.98,1383.41,31.45,64.92
1,359887,49,901.95,1496.82,64.23,74.24
1,359885,49,905.24,1501.9,63.7,74.3
1,359870,49,805.42,1558.2,35.9,55.06
1,359862,49,782.89,1559.42,31.92,52.98
1,359888,49,871.92,1785.34,37.29,70.53
1,359879,50,750.07,994,23.04,37.61
1,359878,50,674.99,1041.85,18.01,33.83
1,359868,50,743.58,1115.83,26.95,41.01
1,359883,50,711.82,1157.85,20.48,36.57
1,359860,50,774,1198.23,38.45,55.64
1,359882,50,741.36,1216.31,32.19,45.11
1,359873,50,836.9,1297.52,42.35,53.55
1,359884,50,716.46,1384.48,31.52,63.89
1,359887,50,909.07,1507.77,64.62,77.13
1,359885,50,914.05,1514.79,62.09,74.46
1,359870,50,801.68,1552.91,35.87,55.07
1,359862,50,783,1554.09,33.93,53.28
1,359888,50,869.37,1780.68,36,66.69
1,359879,51,750.18,994.53,23.17,37.43
1,359878,51,674.86,1042.19,18.26,33.48
1,359868,51,744.27,1116.64,26.76,40.99
1,359883,51,712.27,1158.57,20.33,36.14
1,359860,51,774.4,1200.2,38.9,54.56
1,359882,51,743.13,1216.69,31.83,45.97
1,359873,51,838.29,1298.4,42.16,55
1,359884,51,715.92,1385.13,31.57,63.15
1,359887,51,911.54,1511.12,64.8,79.12
1,359885,51,917.39,1519.27,60.99,74.58
1,359870,51,800.37,1551.12,35.86,55.09
1,359862,51,782.71,1552.25,35.48,53.38
1,359888,51,868.78,1779.9,35.18,64.16
1,359879,52,752.06,996.38,23.78,37.91
1,359868,52,744.57,1118.03,26.85,40.97
1,359883,52,713.06,1159.76,19.52,34.89
1,359860,52,776.71,1203.76,39.12,54.68
1,359882,52,744.11,1220.76,31.85,46.7
1,359873,52,842.09,1305.57,42.1,54.46
1,359889,52,725.63,1372.94,23.59,48.15
1,359884,52,715.25,1383.94,30.73,61.88
1,359887,52,918.72,1523.64,65.52,78.17
1,359885,52,921.54,1527.39,62.81,75.02
1,359870,52,798.83,1544.11,34.71,52.22
1,359862,52,782.66,1547.24,35.95,51.35
1,359888,52,864.14,1765.06,34.3,64.94
1,359879,53,752.63,996.95,24.23,38.24
1,359891,53,683.07,1047.01,14.09,28
1,359868,53,744.62,1118.53,26.91,40.95
1,359883,53,713.47,1160.37,18.94,33.97
1,359860,53,777.5,1205.01,39.28,54.77
1,359882,53,744.43,1222.11,31.84,47.21
1,359873,53,843.46,1308.28,42.05,54.06
1,359889,53,725.2,1372.3,23.6,48.68
1,359884,53,715.19,1383.77,30.12,60.97
1,359887,53,921.13,1528.24,66.03,77.46
1,359885,53,922.61,1530.11,64.11,75.25
1,359870,53,798.58,1542.17,33.82,50.1
1,359862,53,782.58,1545.86,36.32,49.88
1,359888,53,862.67,1759.67,33.73,65.58
1,359879,54,752.9,999.23,25.08,39.01
1,359891,54,683.51,1047.35,14.66,29.4
1,359868,54,746.43,1119.97,27.47,41.47
1,359883,54,713.49,1161.51,18.81,33.22
1,359860,54,780.22,1209.62,38.93,54.29
1,359882,54,746.36,1226.57,31.53,46.97
1,359873,54,844.34,1310.84,42.8,53.89
1,359889,54,720.86,1368.59,25.85,51.91
1,359884,54,711.15,1383.74,30.43,59.74
1,359870,54,798.05,1537.31,32.22,47.72
1,359862,54,782.49,1539.77,35.88,47.97
1,359887,54,931.59,1544.32,68.75,82.18
1,359885,54,932.39,1545.31,67.46,80.68
1,359888,54,858.43,1747.76,33.71,65.38
1,359879,55,752.82,999.92,25.69,39.54
1,359891,55,683.6,1047.3,14.91,30.1
1,359868,55,746.98,1120.39,27.87,41.84
1,359883,55,713.49,1162.02,18.72,32.69
1,359860,55,781.26,1211.38,38.68,53.93
1,359882,55,747.1,1228.22,31.3,46.79
1,359873,55,844.47,1311.74,43.35,53.75
1,359889,55,719.21,1367.2,27.1,53.37
1,359884,55,709.61,1384,30.67,58.84
1,359870,55,798.24,1536.11,31,45.94
1,359892,55,771.36,1537.95,29.17,43.21
1,359862,55,782.58,1537.95,35.54,46.58
1,359887,55,935,1549.38,70.5,85.42
1,359885,55,935.47,1549.94,69.62,84.38
1,359888,55,856.96,1743.61,33.73,65.29
1,359879,56,754.17,1004.5,25.17,39.05
1,359891,56,685.09,1048.37,14.9,30.39
1,359868,56,749.57,1126,27.77,42.02
1,359860,56,785.27,1214.14,38.34,56.46
1,359882,56,749.11,1231.09,30.68,45.31
1,359873,56,847.02,1317.21,42.95,53.25
1,359884,56,709.55,1372.09,30.67,61.28
1,359862,56,785.76,1527.44,33.74,47.77
1,359892,56,768.63,1534.8,29.44,42.3
1,359885,56,939.88,1562.29,70.07,84.26
1,359887,56,942.19,1563.53,73.44,87.88
1,359888,56,851.08,1730.02,34.08,67.9
1,359879,57,754.73,1006.27,24.79,38.69
1,359891,57,685.6,1048.68,14.88,30.56
1,359868,57,750.52,1128.05,27.69,42.15
1,359860,57,786.8,1214.66,38.12,58.3
1,359882,57,749.93,1232.36,30.22,44.23
1,359873,57,847.99,1319.28,42.66,52.88
1,359884,57,709.58,1367.23,30.65,63.04
1,359862,57,787.26,1523.44,32.54,48.57
1,359892,57,767.74,1534.21,29.68,41.76
1,359885,57,941.3,1566.7,70.37,84.14
1,359887,57,944.26,1568.23,75.48,89.5
1,359888,57,848.94,1724.74,34.32,69.79
1,359893,57,817.34,1877.6,38.03,39.75
1,359879,58,758.7,1007.64,24.01,40.53
1,359891,58,686.72,1051,14.58,29.25
1,359868,58,751.75,1129.63,27.7,42.48
1,359860,58,788.3,1216.98,38.03,59.89
1,359882,58,751.04,1237.34,31.34,44.92
1,359873,58,856.78,1326.72,42.98,54.48
1,359884,58,708.7,1364.21,30.18,63.89
1,359862,58,786.62,1517.75,31.93,48.95
1,359892,58,767.42,1524.33,31.56,46.82
1,359887,58,954.56,1582.05,74.23,89.82
1,359885,58,954.28,1582.38,70.6,85.92
1,359888,58,844.9,1715.19,34.18,67.98
1,359893,58,818.64,1874.17,33.91,37.38
1,359879,59,760.27,1007.79,23.51,41.84
1,359891,59,687.14,1052.01,14.4,28.38
1,359868,59,752.18,1130.11,27.71,42.71
1,359894,59,721.33,1170.93,22.87,43.02
1,359860,59,788.83,1217.51,37.96,61.04
1,359882,59,751.22,1239.05,32.16,45.37
1,359873,59,859.99,1329.16,43.2,55.64
1,359884,59,708.49,1363.01,29.84,64.51
1,359862,59,786.5,1515.69,31.51,49.21
1,359892,59,767.26,1520.44,32.41,49.84
1,359887,59,958.49,1586.94,73.33,90.02
1,359885,59,959,1587.72,70.72,87.19
1,359888,59,843.51,1712.17,34.09,66.72
1,359895,59,894.81,1737.64,46.8,87.39
1,359893,59,819.63,1873.45,31.76,36.22
1,359879,60,762.69,1009.45,23.35,42.26
1,359891,60,689.1,1054.15,13.9,26.53
1,359868,60,752.01,1131.9,28.28,42.51
1,359894,60,722.35,1174.58,23.04,42.9
1,359860,60,789.73,1221.05,37.93,59.28
1,359882,60,754.5,1245.14,32.81,44.46
1,359873,60,863.58,1332.43,43.84,57.52
1,359884,60,707.82,1362.02,29.51,64.03
1,359862,60,783.64,1508.22,31.14,48.11
1,359892,60,766.45,1514.21,32.89,51.17
1,359887,60,968.09,1605.34,74.88,90.8
1,359888,60,837.63,1701.01,36.15,67.75
1,359895,60,886.09,1719.13,46.93,88.49
1,359893,60,814.74,1858.62,30.92,41.54
1,359879,61,763.19,1009.38,24.29,43.36
1,359891,61,688.85,1055.17,14.26,26.22
1,359868,61,756.62,1135.55,29.62,42.17
1,359894,61,722.61,1177.03,23.29,42.64
1,359860,61,792.32,1222.8,40.71,62.07
1,359882,61,757.78,1247.92,33.38,45.35
1,359873,61,866.67,1340.4,44.8,57.76
1,359884,61,707.81,1360.36,28.38,64.32
1,359862,61,781.87,1503.87,30.65,46.45
1,359892,61,766.34,1508.54,33,49.58
1,359888,61,832.83,1692.77,35.33,67.33
1,359895,61,880.54,1706.34,46.64,87.23
1,359893,61,812.46,1848.99,30.26,45.43
1,359879,62,763.17,1009.13,24.98,44.12
1,359891,62,688.66,1055.59,14.53,25.98
1,359868,62,758.07,1136.97,30.65,41.87
1,359894,62,722.61,1177.82,23.46,42.43
1,359860,62,792.78,1223,42.7,63.91
1,359882,62,758.87,1248.73,33.78,45.98
1,359873,62,867.58,1343.27,45.51,57.91
1,359884,62,708.03,1359.78,27.59,64.49
1,359862,62,781.32,1502.68,30.29,45.24
1,359892,62,766.29,1506.9,33.11,48.44
1,359888,62,831.27,1689.99,34.75,67.03
1,359895,62,878.97,1702.83,46.52,86.51
1,359893,62,811.89,1845.13,29.76,48.07
1,359879,63,765.46,1016.39,24.79,43.91
1,359868,63,759.19,1139.08,31.32,41.58
1,359894,63,724.51,1179.56,23.5,41.46
1,359860,63,797.14,1230.43,42.69,62.16
1,359882,63,760.83,1252.3,33.97,47.55
1,359896,63,863.73,1337.21,52.01,69.36
1,359873,63,866.92,1344.77,48.97,59.21
1,359884,63,706.89,1359.3,26.48,62.69
1,359892,63,764.96,1502.47,32.43,47.1
1,359888,63,829.55,1681.33,34.26,65.83
1,359895,63,874.69,1688.98,45.65,86.57
1,359893,63,811.35,1837.57,28.49,48.39
1,359879,64,766.33,1019.13,24.65,43.75
1,359868,64,759.44,1139.88,31.82,41.35
1,359894,64,725.14,1180.26,23.57,40.81
1,359860,64,798.74,1233.47,42.68,60.88
1,359882,64,761.49,1253.3,34.09,48.69
1,359896,64,864.34,1341.03,53.11,66.12
1,359873,64,865.94,1345.09,51.57,59.95
1,359884,64,706.69,1359.52,25.67,61.33
1,359892,64,764.6,1501.21,31.95,46.17
1,359888,64,829.1,1678.5,33.92,64.98
1,359895,64,873.5,1684.45,45.09,86.71
1,359893,64,811.43,1834.92,27.66,48.64
