video_id,veh_id,frame,bb_top,bb_left,bb_height,bb_width
1,360946,2798,561.66,1069.38,16.35,31.95
1,360947,2798,704.31,1156.01,19.47,39.2
1,360208,2798,783.94,1615.34,29.05,48.92
1,360927,2798,849.14,1724.24,34.95,70.92
1,360950,2799,768.23,1022.55,22.5,42.25
1,360949,2799,682.02,1048.96,21.1,33.99
1,360946,2799,562.08,1070.03,15.75,31.42
1,360947,2799,704.95,1157.66,19.7,38.62
1,360208,2799,783.36,1613.47,29.33,49.08
1,360927,2799,848.99,1724.57,35.1,70.83
1,360950,2800,768.49,1022.89,22.9,43.29
1,360949,2800,682.37,1049.9,20.86,33.42
1,360946,2800,562.34,1070.36,15.33,31.04
1,360947,2800,705.1,1158.31,19.88,38.22
1,360208,2800,783.1,1612.76,29.53,49.19
1,360927,2800,848.91,1724.72,35.2,70.76
1,360950,2801,770.24,1024.2,22.99,43.82
1,360949,2801,682.45,1050.23,21.15,34
1,360946,2801,562.47,1070.4,15.14,30.76
1,360947,2801,706.2,1159.11,19.59,38.65
1,360208,2801,782.42,1612.46,30.1,49.29
1,360927,2801,848.74,1724.21,35.2,70.01
1,360950,2802,770.84,1024.5,23.02,44.14
1,360949,2802,682.43,1050.23,21.35,34.4
1,360946,2802,562.56,1070.46,15.01,30.56
1,360947,2802,706.62,1159.29,19.4,38.97
1,360208,2802,782.06,1612.36,30.53,49.35
1,360927,2802,848.68,1724.16,35.21,69.46
1,360950,2803,772.07,1026.17,23.7,44.32
1,360949,2803,682.61,1051.16,21.25,34.61
1,360946,2803,562.62,1069.69,14.86,30.59
1,360947,2803,708.12,1165.12,19.41,38.8
1,360208,2803,781.72,1610.97,30.4,49.97
1,360927,2803,848.79,1723.11,35.07,68.62
1,360950,2804,772.64,1027.52,24.47,45.42
1,360949,2804,683.79,1051.93,20.82,33.91
1,360946,2804,562.29,1069.03,14.55,30.3
1,360947,2804,710.05,1167.95,18.93,37.93
1,360208,2804,781.57,1609.51,29.92,50.22
1,360927,2804,848.63,1722.79,34.88,67.85
1,360950,2805,772.7,1027.81,24.98,46.09
1,360949,2805,684.3,1052.31,20.51,33.42
1,360946,2805,562.22,1068.83,14.34,30.09
1,360947,2805,710.83,1169.11,18.6,37.31
1,360208,2805,781.61,1608.93,29.59,50.39
1,360927,2805,848.61,1722.82,34.74,67.29
1,360950,2806,772.61,1028.89,26.14,47.18
1,360949,2806,685.05,1057.22,20.21,32.58
1,360946,2806,562.26,1069.26,14.19,29.18
1,360947,2806,711.49,1173.16,19.47,37.67
1,360208,2806,782.04,1607.05,29.22,51.38
1,360927,2806,849.27,1723.31,34.11,66.96
1,360952,2806,905.09,1875.38,46.92,42.63
1,360950,2807,772.36,1029.1,26.93,47.82
1,360949,2807,685.37,1059.19,19.99,31.99
1,360946,2807,562.31,1069.58,14.08,28.52
1,360947,2807,711.55,1174.6,20.12,37.86
1,360208,2807,782.27,1606.18,28.96,52.09
1,360927,2807,849.63,1723.57,33.65,66.7
1,360952,2807,905.13,1875.6,46.8,42.36
1,360950,2808,772.93,1030.71,28.12,49.26
1,360949,2808,684.9,1060.35,20.29,31.43
1,360946,2808,562.59,1069.97,13.85,27.04
1,360947,2808,712.21,1175.95,20.76,38.49
1,360208,2808,782.2,1604.95,29.21,52.55
1,360927,2808,849.45,1722.05,33.65,66.88
1,360952,2808,905.36,1875,46.95,42.44
1,360950,2809,772.94,1031.07,28.94,50.18
1,360949,2809,684.64,1060.85,20.52,31.03
1,360946,2809,562.74,1070.38,13.68,25.98
1,360947,2809,712.32,1176.31,21.22,38.92
1,360208,2809,782.14,1604.42,29.4,52.89
1,360927,2809,849.38,1721.46,33.65,67.01
1,360952,2809,905.43,1874.78,47.03,42.49
1,360950,2810,777.69,1035.08,28.05,49.98
1,360949,2810,683.13,1061.31,20.89,30.99
1,360946,2810,562.72,1072.16,13.24,24.95
1,360947,2810,712.93,1178.62,21.71,39.18
1,360208,2810,781.6,1603.42,29.27,53.16
1,360927,2810,849.21,1721.93,33.58,66.28
1,360952,2810,904.27,1874.5,46.94,42.52
1,360950,2811,779.61,1036.59,27.42,49.8
1,360949,2811,682.48,1061.47,21.17,30.95
1,360946,2811,562.8,1073.02,12.92,24.2
1,360954,2811,641.89,1151.9,22.74,43.05
1,360947,2811,713.04,1179.4,22.07,39.36
1,360953,2811,631.52,1227.71,14.5,22.95
1,360208,2811,781.42,1603.01,29.18,53.37
1,360927,2811,849.17,1722.25,33.53,65.74
1,360952,2811,903.86,1874.39,46.89,42.54
1,360950,2812,781.67,1038.8,27.48,49.75
1,360949,2812,683.39,1063.3,21.89,31.15
1,360946,2812,563.35,1073.32,12.63,23.68
1,360947,2812,713.1,1180.11,23.17,40.56
1,360953,2812,631.63,1227.79,14.24,22.19
1,360208,2812,781.45,1603.33,28.5,52.87
1,360927,2812,848.3,1722.01,33.48,65.35
1,360952,2812,903.22,1874.03,46.71,42.96
1,360950,2813,782.4,1039.59,27.52,49.69
1,360949,2813,683.6,1063.93,22.43,31.28
1,360946,2813,563.61,1073.52,12.42,23.3
1,360947,2813,712.91,1180.16,23.96,41.36
1,360953,2813,631.68,1227.89,14.13,21.79
1,360208,2813,781.58,1603.56,28,52.49
1,360927,2813,847.99,1722,33.44,65.06
1,360952,2813,903.03,1873.83,46.57,43.26
1,360950,2814,782.28,1042.21,28.32,49.43
1,360949,2814,684.43,1064.81,23.41,32.06
1,360946,2814,563.59,1073.51,12.28,23.31
1,360947,2814,712.71,1182.04,25.18,42.16
1,360953,2814,631.69,1228.16,14.16,21.71
1,360208,2814,781.8,1598.86,26.95,52.55
1,360927,2814,847.63,1720.46,33.31,65.01
1,360952,2814,903.05,1875.22,46.46,42.91
1,360950,2815,782.44,1043.29,28.63,49.56
1,360949,2815,684.87,1066.04,23.55,32.13
1,360946,2815,563.53,1073.38,12.01,22.76
1,360947,2815,717.16,1183.37,24.54,41.52
1,360208,2815,781.77,1597.32,26.36,52.43
1,360927,2815,847.48,1720.03,33.22,64.84
1,360952,2815,902.95,1875.45,46.16,43.04
1,360950,2816,782.41,1043.63,28.85,49.62
1,360949,2816,685.01,1066.46,23.64,32.18
1,360946,2816,563.55,1073.42,11.82,22.37
1,360947,2816,718.93,1183.94,24.07,41.03
1,360208,2816,781.86,1596.79,25.94,52.34
1,360927,2816,847.44,1719.91,33.16,64.72
1,360952,2816,902.97,1875.5,45.96,43.14
1,360950,2817,785.53,1050.74,27.68,48.17
1,360949,2817,685.21,1068.43,23.91,31.9
1,360946,2817,563.67,1073.96,11.81,22.5
1,360947,2817,720.81,1186.46,24.28,41.63
1,360208,2817,782.08,1595.62,25.53,52.83
1,360927,2817,847.15,1720.27,33.4,64.41
1,360952,2817,900.72,1868.76,52.1,48.76
1,360955,2818,621.11,1046.27,11.28,18.83
1,360950,2818,786.89,1053.66,26.82,47.06
1,360949,2818,685.23,1069.2,24.11,31.7
1,360946,2818,563.72,1074.13,11.8,22.61
1,360947,2818,721.45,1187.27,24.42,42.06
1,360208,2818,782.23,1595.13,25.24,53.19
1,360927,2818,847,1720.48,33.57,64.17
1,360952,2818,899.09,1865.52,55.98,52.28
1,360955,2819,621.93,1046.65,11.15,19.08
1,360950,2819,788.35,1056.95,26.76,46
1,360949,2819,686.44,1068.41,24,31.3
1,360946,2819,563.7,1073.28,11.69,22.73
1,360947,2819,723.9,1190.1,24.03,41.94
1,360208,2819,782.26,1594.42,25.02,53.06
1,360927,2819,847.38,1720.49,33.27,63.63
1,360952,2819,897.94,1863.43,58.13,54.53
1,360955,2820,622.2,1046.7,11.06,19.25
1,360950,2820,788.88,1058.32,26.7,45.23
1,360949,2820,686.91,1068.15,23.92,31.02
1,360946,2820,563.71,1072.94,11.61,22.82
1,360947,2820,724.85,1191.15,23.75,41.85
1,360208,2820,782.32,1594.21,24.86,52.96
1,360927,2820,847.58,1720.6,33.05,63.23
1,360952,2820,897.21,1862.32,59.55,56.05
1,360950,2821,790.42,1058.03,28.01,46.43
1,360949,2821,687.21,1070.71,23.96,31.65
1,360947,2821,726.35,1193.76,23.48,42.29
1,360208,2821,781.23,1593.68,25.11,53.06
1,360927,2821,847.38,1719.2,33.08,63.53
1,360952,2821,896.87,1861.66,60.48,56.93
1,360950,2822,790.75,1057.69,28.95,47.23
1,360957,2822,699.95,1066.26,20.72,32.93
1,360949,2822,687.3,1071.55,23.98,32.1
1,360947,2822,726.93,1194.62,23.28,42.61
1,360956,2822,631.23,1227.16,14.82,22.78
1,360208,2822,780.78,1593.49,25.29,53.14
1,360927,2822,847.3,1718.63,33.1,63.74
1,360952,2822,896.6,1861.3,61.1,57.53
1,360950,2823,791.47,1062.74,29.69,47.19
1,360957,2823,701.45,1066.69,20.38,32.76
1,360949,2823,687.89,1074.58,23.06,31.84
1,360947,2823,728.13,1200.08,23.61,42.82
1,360956,2823,631.25,1225.47,15.09,23.96
1,360208,2823,779.92,1592.16,25.77,53.51
1,360927,2823,847.12,1716.28,33.16,63.79
1,360950,2824,792.52,1064.85,29.86,47.15
1,360957,2824,700.52,1067.1,21.31,34.48
1,360949,2824,687.79,1075.24,23.51,33.1
1,360947,2824,727.95,1203.38,24.34,43.38
1,360956,2824,630.52,1224.37,15.42,25.07
1,360208,2824,779.71,1591.45,26.2,53.3
1,360927,2824,847.22,1716.25,33.44,63.86
1,360950,2825,792.85,1065.59,29.98,47.12
1,360957,2825,700.11,1067.02,21.77,35.38
1,360949,2825,687.67,1075.24,23.82,34
1,360947,2825,727.72,1204.48,24.87,43.77
1,360956,2825,630.27,1223.9,15.54,25.69
1,360208,2825,779.56,1591.25,26.51,53.14
1,360927,2825,847.21,1716.25,33.65,63.9
1,360957,2826,700.72,1068.87,21.9,35.1
1,360950,2826,797.81,1069.95,29.22,47.01
1,360949,2826,688.33,1076.13,24.17,34.81
1,360947,2826,729.61,1209.07,25.23,43.62
1,360956,2826,630.02,1223.57,15.6,25.87
1,360208,2826,779.36,1590.67,26.7,52.77
1,360927,2826,846.85,1716.24,33.75,63.22
1,360952,2826,895.94,1868.55,52.92,51.83
1,360957,2827,700.91,1069.54,21.99,34.87
1,360950,2827,799.78,1071.57,28.67,46.91
1,360949,2827,688.52,1076.29,24.41,35.39
1,360947,2827,730.23,1210.77,25.5,43.5
1,360956,2827,629.93,1223.46,15.62,25.96
1,360208,2827,779.25,1590.53,26.85,52.5
1,360927,2827,846.7,1716.37,33.83,62.73
1,360952,2827,896.48,1869.02,51.62,51.09
1,360957,2828,703.32,1069.2,21.44,34.79
1,360950,2828,801.47,1073.55,28.75,47.28
1,360949,2828,688.47,1078.41,23.52,36.19
1,360947,2828,731.33,1213.36,25.7,43.62
1,360956,2828,629.88,1223.02,15.68,26.04
1,360208,2828,778.96,1588.97,26.94,52.91
1,360927,2828,846.24,1716.54,33.76,61.78
1,360952,2828,895.96,1867.84,50.75,51.53
1,360957,2829,704.28,1069.05,21.07,34.75
1,360950,2829,802.05,1074.17,28.8,47.55
1,360949,2829,688.57,1079.06,22.92,36.75
1,360947,2829,731.67,1214.25,25.85,43.7
1,360956,2829,629.86,1222.87,15.7,26.07
1,360208,2829,778.84,1588.33,27.01,53.2
1,360927,2829,846.08,1716.78,33.71,61.09
1,360952,2829,895.91,1867.33,50.14,51.84
1,360957,2830,704.1,1069.26,21.11,34.98
1,360950,2830,804.53,1075.93,28.71,47.59
1,360949,2830,689.74,1080.35,22.26,36.85
1,360947,2830,732.05,1216.91,26.64,44.16
1,360208,2830,775.95,1585.27,27.22,53.99
1,360927,2830,845.78,1714.76,34.35,61.53
1,360952,2830,896.05,1862.93,52.06,54.52
1,360957,2831,704.01,1069.28,21.14,35.14
1,360950,2831,805.45,1076.52,28.64,47.61
1,360949,2831,690.28,1080.8,21.8,36.9
1,360947,2831,732.03,1217.79,27.22,44.47
1,360208,2831,774.83,1584,27.37,54.56
1,360927,2831,845.56,1713.93,34.81,61.84
1,360952,2831,895.83,1860.84,53.37,56.4
1,360957,2832,704.47,1069.52,20.91,35.26
1,360950,2832,806.63,1079.48,28.82,47.34
1,360949,2832,691.63,1082.7,21.3,35.97
1,360947,2832,737.51,1218.78,26.56,44.23
1,360208,2832,774.49,1581.3,27.31,54.73
1,360927,2832,845.34,1715.04,34.65,60.31
1,360952,2832,896.3,1860.05,55.47,57.64
1,360957,2833,704.67,1069.57,20.75,35.34
1,360950,2833,807,1080.59,28.95,47.14
1,360949,2833,692.23,1083.56,20.92,35.29
1,360947,2833,739.67,1219.14,26.08,44.03
1,360208,2833,774.39,1580.27,27.27,54.86
1,360927,2833,845.29,1715.74,34.53,59.19
1,360952,2833,896.12,1859.59,56.98,58.48
1,360955,2834,628.47,1051.32,11.5,22.05
1,360957,2834,704.3,1071.58,21.58,36.26
1,360950,2834,810.93,1082.62,28.29,46.38
1,360949,2834,693.26,1083.82,20.83,35.19
1,360947,2834,742.36,1221.41,26.47,44.38
1,360208,2834,774.08,1578.8,27.27,55.54
1,360927,2834,844.62,1713.99,34.92,59.22
1,360952,2834,894.51,1857.57,56.64,60.26
1,360955,2835,628.66,1051.86,11.36,22
1,360957,2835,704.02,1072.2,22.16,36.86
1,360950,2835,812.5,1083.47,27.8,45.81
1,360949,2835,693.65,1083.9,20.77,35.12
1,360947,2835,743.27,1222.16,26.75,44.63
1,360208,2835,773.97,1578.16,27.28,56.03
1,360927,2835,844.31,1713.33,35.21,59.24
1,360952,2835,893.95,1856.52,56.39,61.54
1,360955,2836,629.04,1052.93,11.47,21.71
1,360957,2836,705.65,1074.87,21.4,36.7
1,360949,2836,693.54,1085.93,20.18,34.63
1,360947,2836,745.76,1225.15,26.24,44.74
1,360208,2836,773.64,1576.34,27.52,56.6
1,360927,2836,842.92,1712.06,35.8,59.82
1,360952,2836,892.31,1850.22,56.79,66.25
1,360960,2837,587.45,1011.5,12.97,19.18
1,360955,2837,629.23,1053.01,11.53,21.68
1,360957,2837,706.83,1075.63,20.71,36.06
1,360949,2837,693.58,1086.8,19.77,33.9
1,360947,2837,746.87,1226.79,26.2,45.53
1,360208,2837,773.13,1575.2,27.85,57.57
1,360927,2837,843.06,1711.18,35.58,59.89
1,360952,2837,893.63,1852.52,57.09,66.14
1,360960,2838,587.54,1011.97,12.83,18.88
1,360955,2838,629.28,1053.02,11.57,21.66
1,360957,2838,707.38,1076,20.21,35.59
1,360949,2838,693.67,1087.23,19.46,33.35
1,360947,2838,747.25,1227.22,26.16,46.11
1,360208,2838,772.89,1574.64,28.08,58.27
1,360927,2838,843.16,1710.85,35.41,59.94
1,360952,2838,894.09,1853.44,57.29,66.04
1,360955,2839,628.93,1053.37,11.93,21.59
1,360957,2839,708.4,1077.12,20.33,35.86
1,360950,2839,818.55,1090.67,30.04,48.37
1,360961,2839,630.14,1224.18,15.14,24.69
1,360947,2839,748.1,1229.36,26.59,46.4
1,360208,2839,772.92,1573.68,28.07,58.26
1,360927,2839,841.82,1710.52,36.1,59.73
1,360952,2839,892.15,1847.82,56.2,69.79
1,360955,2840,628.72,1053.5,12.2,21.53
1,360957,2840,708.75,1077.48,20.42,36.06
1,360950,2840,820.33,1090.86,30.05,49.09
1,360961,2840,630.1,1224.18,15.14,24.56
1,360947,2840,748.3,1230.07,26.9,46.6
1,360208,2840,772.94,1573.36,28.07,58.25
1,360927,2840,841.19,1710.45,36.62,59.57
1,360952,2840,891.57,1845.07,55.48,72.49
1,360955,2841,630.04,1055.3,12.04,21.44
1,360957,2841,711.01,1079.26,19.71,35.83
1,360950,2841,821.36,1096.17,30.74,48.69
1,360961,2841,630.39,1224.69,15.01,24.34
1,360947,2841,749.79,1237.16,27.55,46.3
1,360208,2841,772.79,1573.45,27.97,57.51
1,360927,2841,840.7,1710.02,36.62,59.97
1,360952,2841,891.02,1843.57,54.91,74.45
1,360955,2842,630.56,1055.99,11.92,21.38
1,360957,2842,711.96,1079.96,19.2,35.64
1,360950,2842,821.57,1098.2,31.26,48.37
1,360961,2842,630.5,1224.88,14.93,24.23
1,360947,2842,750.2,1239.85,28.04,46.06
1,360208,2842,772.76,1573.65,27.89,56.97
1,360927,2842,840.52,1709.8,36.61,60.26
1,360952,2842,890.91,1842.69,54.52,75.86
1,360955,2843,631.36,1056.81,12.06,21.19
1,360957,2843,712.89,1082.92,18.94,35.45
1,360949,2843,699.18,1098.73,19.04,33.47
1,360950,2843,824.08,1101.68,31.42,47.8
1,360961,2843,630.25,1224.67,14.91,24.39
1,360947,2843,751.98,1241.79,28.65,46.92
1,360208,2843,773.21,1571.05,27.73,56.83
1,360927,2843,840.11,1703.28,36.64,63.11
1,360952,2843,890.89,1840.94,54.48,77.6
1,360955,2844,631.63,1057.14,12.16,21.05
1,360957,2844,713.27,1084.05,18.76,35.31
1,360949,2844,700.31,1097.85,19.82,34.23
1,360950,2844,824.95,1103.04,31.54,47.37
1,360961,2844,630.17,1224.57,14.89,24.49
1,360947,2844,752.51,1242.3,29.09,47.54
1,360208,2844,773.41,1570.13,27.61,56.72
1,360927,2844,839.96,1700.32,36.65,65.19
1,360952,2844,890.91,1840,54.45,78.86
1,360957,2845,714.4,1084.78,18.54,35
1,360949,2845,701.46,1097.69,20.18,35.08
1,360950,2845,826.68,1105.47,32.08,47.19
1,360961,2845,630.36,1224.73,14.85,24.47
1,360947,2845,756.56,1246.79,29.87,46.79
1,360208,2845,773.46,1569.09,27.46,56.76
1,360927,2845,839.86,1698.44,36.8,66.74
1,360952,2845,890.61,1840.02,54.2,79.42
1,360957,2846,714.85,1085.07,18.38,34.78
1,360949,2846,701.82,1097.46,20.43,35.67
1,360950,2846,827.19,1106.36,32.48,47.05
1,360961,2846,630.44,1224.79,14.83,24.46
1,360947,2846,757.9,1248.56,30.47,46.23
1,360208,2846,773.51,1568.73,27.36,56.8
1,360927,2846,839.81,1697.49,36.9,67.87
1,360952,2846,890.55,1839.95,54.01,79.83
1,360962,2846,891.31,1840.57,52.54,79.45
1,360949,2847,701.98,1099.48,20.33,35.92
1,360950,2847,829,1107.47,33.62,48.45
1,360961,2847,630.45,1224.55,14.87,24.57
1,360947,2847,760.05,1251.94,30.18,45.52
1,360208,2847,773.21,1567.02,27.77,57.27
1,360927,2847,839.03,1696.7,37.12,69.32
1,360952,2847,887.14,1837.93,52.65,81.3
1,360963,2848,722.87,1082.15,17.96,36.97
1,360949,2848,702.94,1100.98,20.21,36.28
1,360950,2848,829.2,1107.02,34.96,49.89
1,360947,2848,762.36,1254.66,29.54,45.56
1,360208,2848,772.97,1566.19,27.89,57.75
1,360927,2848,838.18,1696.04,37.62,70.76
1,360963,2849,722.71,1081.61,18.35,38.22
1,360949,2849,703.3,1101.44,20.12,36.55
1,360950,2849,829,1106.57,35.93,50.89
1,360947,2849,763.29,1255.61,29.09,45.58
1,360208,2849,772.86,1565.82,27.98,58.1
1,360927,2849,837.79,1695.56,37.97,71.8
1,360963,2850,723.9,1082.3,18.76,38.18
1,360949,2850,704.56,1103.55,20.02,36.71
1,360950,2850,836.72,1113.51,34.94,49.47
1,360947,2850,765.65,1259.05,28.46,45.2
1,360208,2850,772.06,1564.31,27.95,58.1
1,360927,2850,838.44,1694.81,36.63,70.67
1,360964,2850,817.56,1886.49,49.32,31.75
1,360963,2851,724.22,1082.59,18.99,38.02
1,360949,2851,705.03,1104.29,19.95,36.83
1,360950,2851,839.78,1116.35,34.2,48.4
1,360947,2851,766.6,1260.35,28,44.91
1,360208,2851,771.77,1563.77,27.92,58.09
1,360927,2851,838.93,1694.77,35.66,69.8
1,360964,2851,817.79,1884.6,48.07,33.77
1,360963,2852,724.55,1083.73,20.09,39.21
1,360949,2852,705.74,1105.82,20.49,37.28
1,360950,2852,840.9,1118.38,34.76,48.07
1,360947,2852,767.61,1262.84,29.2,47.73
1,360208,2852,771.75,1563.28,27.96,58.22
1,360927,2852,838.46,1695.08,35.87,69.14
1,360952,2852,885.71,1832.54,50.14,86.73
1,360964,2852,816.21,1882.55,47.29,35.46
1,360963,2853,724.5,1084.06,20.76,39.76
1,360949,2853,705.89,1106.29,20.88,37.59
1,360950,2853,841.16,1119.15,35.17,47.82
1,360947,2853,767.77,1263.24,30.01,49.74
1,360208,2853,771.74,1563.1,27.98,58.32
1,360927,2853,838.25,1695.33,36.03,68.66
1,360952,2853,885.78,1832.13,49.92,87.39
1,360964,2853,815.93,1881.71,46.62,36.49
1,360963,2854,725.88,1083.65,21.24,40.57
1,360949,2854,707.1,1107.74,20.92,37.34
1,360950,2854,845.57,1126.97,34.22,46.61
1,360947,2854,769.22,1270.87,31,49.65
1,360208,2854,770.66,1559.2,28.05,57.5
1,360927,2854,838.16,1693.77,35.52,68.51
1,360952,2854,885.9,1831.67,49.73,87.99
1,360964,2854,813.84,1877.1,46.36,39.05
1,360963,2855,726.31,1083.39,21.53,41.03
1,360949,2855,707.53,1108.29,20.95,37.16
1,360950,2855,847.36,1130.1,33.51,45.7
1,360947,2855,769.54,1273.72,31.75,49.55
1,360208,2855,770.24,1557.89,28.1,56.9
1,360927,2855,838.23,1693.24,35.16,68.39
1,360952,2855,885.99,1831.42,49.6,88.41
1,360964,2855,813.27,1875.14,46,40.72
1,360963,2856,725.09,1089.2,22.53,40.62
1,360949,2856,707.81,1111.25,20.59,37.47
1,360950,2856,848.55,1132.26,34.84,46.22
1,360947,2856,770.68,1277.78,31.93,49.17
1,360208,2856,769.3,1556.72,28.58,56.98
1,360927,2856,837.6,1692.08,35.65,67.3
1,360952,2856,886.84,1830.77,48.73,89.02
1,360964,2856,807.97,1871.29,45.17,43.96
1,360963,2857,724.42,1091.48,23.27,40.19
1,360949,2857,707.96,1112.29,20.34,37.69
1,360950,2857,848.7,1132.94,35.83,46.55
1,360947,2857,771.03,1279.3,32.06,48.89
1,360208,2857,768.87,1556.3,28.93,57.03
1,360927,2857,837.28,1691.86,36.02,66.5
1,360952,2857,887.32,1830.45,48.11,89.44
1,360964,2857,806.25,1869.44,44.51,46.16
1,360963,2858,725.23,1092.97,23.26,39.42
1,360949,2858,708.88,1114.49,19.64,36.69
1,360950,2858,850.75,1134.05,36.88,48.99
1,360947,2858,776.9,1284.89,32.43,48.2
1,360208,2858,768.38,1555.94,28.61,55.99
1,360927,2858,833.36,1691.32,35.89,66.56
1,360952,2858,887.29,1829.52,47.87,89.73
1,360964,2858,806.72,1865.87,42.7,48.78
1,360963,2859,725.96,1094.44,22.85,38.58
1,360949,2859,709.24,1115.07,19.45,36.58
1,360950,2859,850.26,1134.76,38.73,50.45
1,360947,2859,780.66,1288.66,32.16,47.04
1,360208,2859,767.88,1555.14,28.66,55.4
1,360927,2859,831.73,1691.19,36.1,65.92
1,360952,2859,887.76,1828.29,47.08,89.76
1,360964,2859,806.83,1855.58,41.44,53.2
1,360963,2860,726.29,1095.1,22.54,37.96
1,360949,2860,709.4,1115.27,19.31,36.49
1,360950,2860,849.69,1134.74,40.06,51.44
1,360947,2860,782.07,1290.19,31.96,46.19
1,360208,2860,767.69,1554.97,28.7,54.96
1,360927,2860,831.1,1691.27,36.25,65.45
1,360952,2860,888.08,1827.85,46.52,89.76
1,360964,2860,807.12,1851.08,40.59,56.28
1,360963,2861,728.21,1096.9,21.64,37.23
1,360949,2861,709.98,1117.56,18.87,36.98
1,360950,2861,857.45,1140.08,37.31,51.07
1,360947,2861,784.21,1293.93,33.05,47.21
1,360208,2861,767.39,1553.47,28.4,54.08
1,360927,2861,830.67,1690.73,36.09,65.49
1,360952,2861,888.4,1827.97,46.43,89.64
1,360964,2861,806.22,1844.54,38.94,58.78
1,360963,2862,729.07,1097.68,20.99,36.67
1,360949,2862,710.26,1118.31,18.55,37.33
1,360950,2862,860.78,1142.18,35.4,50.64
1,360947,2862,784.77,1295.09,33.83,47.92
1,360208,2862,767.34,1553.09,28.18,53.44
1,360927,2862,830.55,1690.54,35.97,65.51
1,360952,2862,888.54,1828.05,46.36,89.55
1,360964,2862,806.17,1841.77,37.84,60.5
1,360963,2863,731.69,1099.18,20.11,35.94
1,360949,2863,710.85,1120.03,18.54,37.46
1,360950,2863,865.24,1146.03,33.71,50.69
1,360947,2863,786.53,1297.55,35.1,50.2
1,360208,2863,766.98,1551.99,28.12,52.41
1,360927,2863,829.96,1688.07,36.29,65.43
1,360952,2863,888.74,1828.27,45.99,89.06
1,360964,2863,805.79,1836.96,36.15,60.84
1,360963,2864,732.8,1099.86,19.48,35.37
1,360949,2864,711.06,1120.62,18.53,37.56
1,360950,2864,867.13,1147.44,32.54,50.65
1,360947,2864,786.94,1298.02,35.99,51.82
1,360208,2864,766.87,1551.78,28.07,51.66
1,360927,2864,829.7,1687.17,36.53,65.37
1,360952,2864,888.88,1828.46,45.72,88.7
1,360964,2864,805.95,1835.21,34.97,61.01
1,360963,2865,732.47,1101.82,19.47,35.25
1,360949,2865,713.01,1121.47,18.47,36.95
1,360950,2865,867.97,1148.88,33.8,51.47
1,360947,2865,789.23,1305.9,35.43,51.26
1,360208,2865,766.42,1550.14,28.23,51.21
1,360927,2865,830.64,1687.11,35.91,65.2
1,360952,2865,888.48,1827.42,45.77,88.21
1,360964,2865,804.61,1830.73,33.81,59.71
1,360963,2866,732.32,1102.55,19.46,35.17
1,360949,2866,713.74,1121.85,18.42,36.51
1,360950,2866,868,1149.24,34.73,52.02
1,360947,2866,790.13,1308.9,35.03,50.84
1,360208,2866,766.24,1549.64,28.35,50.89
1,360927,2866,831.12,1687.14,35.47,65.06
1,360952,2866,888.32,1827.12,45.81,87.86
1,360964,2866,804.35,1829.37,32.96,58.73
1,360963,2867,732.13,1104.78,19.7,35.04
1,360950,2867,869.74,1151.17,35.99,52.68
1,360947,2867,794.12,1312.85,36.58,51.2
1,360208,2867,766.52,1549.38,28.05,50.27
1,360927,2867,830.89,1685.32,34.81,64.13
1,360964,2867,803.92,1826.66,32.13,57.2
1,360952,2867,888.12,1827.91,43.39,85.01
1,360963,2868,731.99,1105.61,19.88,34.94
1,360950,2868,870.12,1151.74,36.92,53.12
1,360947,2868,795.29,1314.21,37.73,51.39
1,360208,2868,766.69,1549.43,27.83,49.82
1,360927,2868,830.93,1684.82,34.33,63.44
1,360964,2868,803.94,1826.01,31.51,56.06
1,360952,2868,888.49,1828.81,41.6,82.76
1,360963,2869,731.54,1107.6,20.85,35.6
1,360950,2869,878.13,1158.58,35.95,52.08
1,360947,2869,799.08,1319.71,37.63,50.09
1,360208,2869,765.94,1546.3,28.19,49.08
1,360927,2869,829.82,1684.45,34.51,62.94
1,360964,2869,800.99,1814.91,32.2,57.57
1,360952,2869,889.2,1828.33,40.11,80.61
1,360963,2870,732.11,1107.31,21.77,36.45
1,360950,2870,881.1,1160.66,36.42,52.69
1,360947,2870,801.15,1323.37,37.36,49.68
1,360208,2870,765.51,1544.97,28.44,48.21
1,360927,2870,828.79,1683.94,34.64,62.06
1,360964,2870,798.23,1808.56,33.16,59.53
1,360952,2870,888.94,1827.35,41.72,81.46
1,360963,2871,732.16,1107.04,22.44,37.02
1,360950,2871,882.06,1161.27,36.76,53.13
1,360947,2871,801.92,1324.73,37.16,49.37
1,360208,2871,765.31,1544.66,28.63,47.57
1,360927,2871,828.39,1683.92,34.73,61.41
1,360964,2871,797.08,1805.95,33.82,60.89
1,360952,2871,888.56,1826.88,42.9,82.01
1,360963,2872,732.5,1110.33,22.98,38.2
1,360949,2872,721.73,1133.77,19.54,38.57
1,360950,2872,886.4,1164.07,37.98,53.27
1,360947,2872,804.49,1330.78,37.19,50.63
1,360208,2872,765.13,1543.57,28.59,47.21
1,360927,2872,828.82,1681.43,34.87,60.81
1,360964,2872,796.09,1801.5,33.43,60.37
1,360952,2872,888.29,1824.25,43.85,82.15
1,360963,2873,732.52,1111.35,23.35,39.04
1,360949,2873,721.8,1134.04,19.67,38.99
1,360950,2873,887.74,1165.04,38.9,53.34
1,360947,2873,805.39,1332.75,37.22,51.55
